Project	Task	SAMPLE_ALIAS	HET_HOMVAR_RATIO	PCT_GQ0_VARIANTS	TOTAL_GQ0_VARIANTS	TOTAL_HET_DEPTH	TOTAL_SNPS	NUM_IN_DB_SNP	NOVEL_SNPS	FILTERED_SNPS	PCT_DBSNP	DBSNP_TITV	NOVEL_TITV	TOTAL_INDELS	NOVEL_INDELS	FILTERED_INDELS	PCT_DBSNP_INDELS	NUM_IN_DB_SNP_INDELS	DBSNP_INS_DEL_RATIO	NOVEL_INS_DEL_RATIO	TOTAL_MULTIALLELIC_SNPS	NUM_IN_DB_SNP_MULTIALLELIC	TOTAL_COMPLEX_INDELS	NUM_IN_DB_SNP_COMPLEX_INDELS	SNP_REFERENCE_BIAS	NUM_SINGLETONS
kfdrc-harmonization/sd-46sk55a3	alignment-BS_YV41VPWQ	BS_YV41VPWQ	1.758209	0.00083	4010	96843202	3905211	3595576	309635	0	0.920712	2.045364	1.118481	828891	91737	0	0.889326	737154	0.953833	1.039234	1790	1300	83481	78152	0.532042	3077922
kfdrc-harmonization/sd-46sk55a3	alignment-BS_ATT8TQ7Z	BS_ATT8TQ7Z	1.773265	0.000767	3628	87107771	3806631	3603923	202708	0	0.946749	2.053455	1.242097	826796	85721	0	0.896321	741075	0.955008	1.089533	1385	1241	85716	80493	0.51995	3024278
kfdrc-harmonization/sd-46sk55a3	alignment-BS_9ZRNX5E6	BS_9ZRNX5E6	1.787702	0.00075	3557	90058620	3814582	3632997	181585	0	0.952397	2.055563	1.295319	831908	84897	0	0.897949	747011	0.95392	1.088025	1456	1353	87769	82562	0.517277	3042882
kfdrc-harmonization/sd-46sk55a3	alignment-BS_EN1NHWT7	BS_EN1NHWT7	1.732866	0.00053	2312	82610678	3515447	3341114	174333	0	0.950409	2.057542	1.281069	762447	75285	0	0.901259	687162	0.954552	1.097543	1470	1312	75131	70929	0.519971	2765682
kfdrc-harmonization/sd-46sk55a3	alignment-BS_NZT6CA06	BS_NZT6CA06	1.816549	0.000765	3735	101243214	3949948	3613299	336649	0	0.914771	2.046868	1.094305	836336	96890	0	0.884149	739446	0.957916	1.030045	1862	1374	85777	80135	0.537454	3149596
kfdrc-harmonization/sd-46sk55a3	alignment-BS_G3H79ANG	BS_G3H79ANG	1.812533	0.000832	3785	95457554	3687331	3349169	338162	0	0.908291	2.047248	1.065048	775269	89581	0	0.884452	685688	0.955282	1.027178	1842	1331	78323	73281	0.537643	2933145
kfdrc-harmonization/sd-46sk55a3	alignment-BS_MQYWPDKF	BS_MQYWPDKF	1.721783	0.00083	3736	92567951	3644599	3332543	312056	0	0.914379	2.050561	1.093141	769456	85755	0	0.888551	683701	0.957072	1.041203	1818	1259	76171	71332	0.536806	2846902
kfdrc-harmonization/sd-46sk55a3	alignment-BS_E7Q626XE	BS_E7Q626XE	1.70839	0.000815	3807	89112679	3765410	3573631	191779	0	0.949068	2.050383	1.205776	816374	81663	0	0.899969	734711	0.955839	1.1019	1498	1315	81906	77051	0.520723	2948179
kfdrc-harmonization/sd-46sk55a3	alignment-BS_E1BQ0MPE	BS_E1BQ0MPE	1.743996	0.000842	4017	95114216	3847083	3620349	226734	0	0.941063	2.048135	1.213378	828612	87454	0	0.894457	741158	0.956687	1.081594	1688	1467	85565	80168	0.52363	3033175
kfdrc-harmonization/sd-46sk55a3	alignment-BS_XX4J3W2F	BS_XX4J3W2F	1.761376	0.000857	4020	90833859	3778227	3581454	196773	0	0.947919	2.052988	1.164529	819588	82923	0	0.898824	736665	0.957513	1.094703	1388	1229	83697	78728	0.521665	2992767
kfdrc-harmonization/sd-46sk55a3	alignment-BS_C8ZSC7AM	BS_C8ZSC7AM	1.859287	0.000886	4393	103497348	4018489	3661688	356801	0	0.91121	2.043167	1.085165	844797	98234	0	0.883719	746563	0.956653	1.042797	1990	1521	85751	79983	0.536894	3225865
kfdrc-harmonization/sd-46sk55a3	alignment-BS_VFCQZ24D	BS_VFCQZ24D	1.782654	0.000822	3930	97793818	3852501	3627458	225043	0	0.941585	2.049304	1.186497	829931	86958	0	0.895223	742973	0.959079	1.081331	1469	1292	85413	80142	0.523283	3061266
kfdrc-harmonization/sd-46sk55a3	alignment-BS_PDHTX4WN	BS_PDHTX4WN	1.774996	0.000678	3112	95168650	3712048	3389044	323004	0	0.912985	2.049243	1.07301	784654	88872	0	0.886737	695782	0.951533	1.042189	1840	1321	80267	75074	0.536091	2934431
kfdrc-harmonization/sd-46sk55a3	alignment-BS_6K9SJR0F	BS_6K9SJR0F	1.795442	0.000744	3651	91562427	3968775	3632911	335864	0	0.915373	2.045468	1.096412	840850	96434	0	0.885314	744416	0.956971	1.036019	1978	1479	85479	79764	0.537412	3151361
kfdrc-harmonization/sd-46sk55a3	alignment-BS_3HXNSMC4	BS_3HXNSMC4	1.801226	0.000621	3037	92734223	3966590	3635997	330593	0	0.916656	2.046821	1.11566	833627	93128	0	0.888286	740499	0.956699	1.046724	1903	1362	82306	77053	0.537401	3146310
kfdrc-harmonization/sd-46sk55a3	alignment-BS_WS1HM5QB	BS_WS1HM5QB	1.760278	0.000732	3566	96447211	3942705	3611635	331070	0	0.91603	2.042294	1.07043	834417	94467	0	0.886787	739950	0.955941	1.043679	1936	1432	84147	78637	0.537899	3107429
kfdrc-harmonization/sd-46sk55a3	alignment-BS_EVKA13PJ	BS_EVKA13PJ	1.706494	0.000603	2832	88185336	3784373	3597215	187158	0	0.950545	2.054153	1.229823	821710	82748	0	0.899298	738962	0.956701	1.095788	1476	1322	81778	76856	0.52201	2961915
kfdrc-harmonization/sd-46sk55a3	alignment-BS_52244N75	BS_52244N75	1.713805	0.000814	3588	83497900	3546981	3364466	182515	0	0.948544	2.053373	1.154968	772860	78138	0	0.898898	694722	0.957002	1.100427	1363	1221	79409	74654	0.521513	2784398
kfdrc-harmonization/sd-46sk55a3	alignment-BS_MH59VKGH	BS_MH59VKGH	1.694633	0.000595	2612	83784214	3529217	3354861	174356	0	0.950596	2.05593	1.21219	770711	76368	0	0.900912	694343	0.958936	1.11183	1257	1093	77655	73121	0.520409	2758668
kfdrc-harmonization/sd-46sk55a3	alignment-BS_05Y91G1X	BS_05Y91G1X	1.720977	0.000778	3664	91229787	3791751	3588724	203027	0	0.946456	2.046543	1.136227	822924	85018	0	0.896688	737906	0.955656	1.081785	1624	1434	84562	79296	0.522123	2979264
kfdrc-harmonization/sd-46sk55a3	alignment-BS_16MC93M9	BS_16MC93M9	1.819741	0.000826	3888	94051888	3809445	3479024	330421	0	0.913263	2.049483	1.119007	802924	92084	0	0.885314	710840	0.956001	1.043813	1919	1433	82003	76526	0.536444	3036531
kfdrc-harmonization/sd-46sk55a3	alignment-BS_QV7QZA69	BS_QV7QZA69	1.822204	0.000898	4420	104852793	3984781	3651918	332863	0	0.916466	2.043889	1.117543	839226	96745	0	0.884721	742481	0.957565	1.037423	1964	1435	86443	80798	0.534421	3178091
kfdrc-harmonization/sd-46sk55a3	alignment-BS_ZWG7N1HR	BS_ZWG7N1HR	1.7769	0.00092	4234	95157347	3726875	3403720	323155	0	0.913291	2.051112	1.082842	785011	88707	0	0.886999	696304	0.961248	1.045873	1754	1239	79559	74473	0.536163	2944705
kfdrc-harmonization/sd-46sk55a3	alignment-BS_HB6AZAQW	BS_HB6AZAQW	1.757841	0.000755	3647	90054315	3909043	3610396	298647	0	0.923601	2.045643	1.160992	828562	90011	0	0.891365	738551	0.955675	1.061305	1715	1336	81324	76233	0.530747	3077980
kfdrc-harmonization/sd-46sk55a3	alignment-BS_FQ0WB301	BS_FQ0WB301	1.670432	0.000913	3744	71107887	3301928	3163883	138045	0	0.958193	2.055106	1.14943	719254	68487	0	0.904781	650767	0.955588	1.121654	1291	1212	72526	68463	0.516889	2566429
kfdrc-harmonization/sd-46sk55a3	alignment-BS_0MACWT2B	BS_0MACWT2B	1.731027	0.000729	3493	90049919	3875984	3594501	281483	0	0.927378	2.047375	1.205202	823026	88578	0	0.892375	734448	0.956066	1.075885	1756	1406	80167	75245	0.528948	3035548
kfdrc-harmonization/sd-46sk55a3	alignment-BS_BQZ3K4PM	BS_BQZ3K4PM	1.710094	0.000896	4173	81727427	3751808	3584515	167293	0	0.95541	2.051064	1.191879	814518	78226	0	0.90396	736292	0.956511	1.124494	1450	1355	80848	76231	0.517951	2938674
kfdrc-harmonization/sd-46sk55a3	alignment-BS_HP24SYDJ	BS_HP24SYDJ	1.766028	0.000832	3994	88993826	3886599	3603803	282796	0	0.927238	2.048627	1.182725	824112	88674	0	0.892401	735438	0.956087	1.074877	1834	1438	81057	76020	0.529673	3066050
kfdrc-harmonization/sd-46sk55a3	alignment-BS_CCA4CG07	BS_CCA4CG07	1.807936	0.000873	4249	92892193	3947852	3614679	333173	0	0.915606	2.047191	1.102595	828143	89827	0	0.891532	738316	0.952659	1.034863	1868	1324	81045	76038	0.535607	3134043
kfdrc-harmonization/sd-46sk55a3	alignment-BS_GNH47Y9M	BS_GNH47Y9M	1.716836	0.00078	3712	90345047	3840906	3596698	244208	0	0.936419	2.049527	1.208009	822962	85943	0	0.895569	737019	0.95559	1.077172	1675	1353	83182	77973	0.526273	3006384
kfdrc-harmonization/sd-46sk55a3	alignment-BS_XD8H65A0	BS_XD8H65A0	1.772352	0.000815	3763	89336689	3739750	3423818	315932	0	0.915521	2.046955	1.123941	788940	88885	0	0.887336	700055	0.956816	1.055858	1815	1335	78654	73635	0.537891	2951926
kfdrc-harmonization/sd-46sk55a3	alignment-BS_YX2VV8KW	BS_YX2VV8KW	1.704504	0.000863	4028	80455068	3755621	3586719	168902	0	0.955027	2.052205	1.240644	818852	80899	0	0.901204	737953	0.959847	1.12094	1314	1218	82165	77335	0.519563	2940973
kfdrc-harmonization/sd-46sk55a3	alignment-BS_7RCW6Z2F	BS_7RCW6Z2F	1.790035	0.000857	4173	99606425	3940245	3612930	327315	0	0.91693	2.044991	1.101959	834165	95282	0	0.885776	738883	0.95671	1.037682	1917	1411	85501	79765	0.537439	3125480
kfdrc-harmonization/sd-46sk55a3	alignment-BS_PD0F81PZ	BS_PD0F81PZ	1.70623	0.000812	3688	89481122	3671587	3366561	305026	0	0.916923	2.051583	1.107887	782997	88610	0	0.886832	694387	0.959447	1.045948	1717	1226	78115	73028	0.538185	2864223
kfdrc-harmonization/sd-46sk55a3	alignment-BS_47ZJ4Y3J	BS_47ZJ4Y3J	1.71236	0.000703	2833	75834418	3240043	3077723	162320	0	0.949902	2.056529	1.281057	707235	71832	0	0.898433	635403	0.956995	1.122131	1309	1156	72133	67624	0.521134	2542910
kfdrc-harmonization/sd-46sk55a3	alignment-BS_WA52N5Y2	BS_WA52N5Y2	1.731301	0.000785	3451	87828805	3537080	3356349	180731	0	0.948904	2.056005	1.123873	770357	78104	0	0.898613	692253	0.957436	1.095121	1391	1238	79591	74767	0.52137	2787240
kfdrc-harmonization/sd-46sk55a3	alignment-BS_6066DTY0	BS_6066DTY0	1.764852	0.000699	3221	90427311	3730689	3423361	307328	0	0.917622	2.054669	1.123487	789040	87184	0	0.889506	701856	0.956453	1.057148	1890	1400	77767	72828	0.535582	2940974
kfdrc-harmonization/sd-46sk55a3	alignment-BS_0RBFSTK0	BS_0RBFSTK0	2.314785	0.000729	3866	114710737	4298078	3936394	361684	0	0.91585	2.06175	1.176184	888001	119709	0	0.865193	768292	0.944457	1.029069	2522	1978	105548	98265	0.528278	3704781
kfdrc-harmonization/sd-46sk55a3	alignment-BS_K65EHGH1	BS_K65EHGH1	2.342658	0.000703	4029	127773658	4650931	4258907	392024	0	0.915711	2.05748	1.220873	950887	131001	0	0.862233	819886	0.942982	1.023807	2643	2097	113700	105573	0.528836	4015738
kfdrc-harmonization/sd-46sk55a3	alignment-BS_N71Q5VYK	BS_N71Q5VYK	2.492066	0.000753	3743	107149492	4012445	3804915	207530	0	0.948278	2.062597	1.271439	851211	98876	0	0.883841	752335	0.949403	1.080417	1937	1757	97913	92096	0.517527	3549338
kfdrc-harmonization/sd-46sk55a3	alignment-BS_18P3ET6J	BS_18P3ET6J	2.216657	0.000775	3893	100481448	4068601	3715593	353008	0	0.913236	2.057253	1.133018	847713	105844	0	0.875142	741869	0.946111	1.030425	2227	1735	92510	86498	0.532649	3460259
kfdrc-harmonization/sd-46sk55a3	alignment-BS_QKDC52BG	BS_QKDC52BG	2.467287	0.000578	3064	116350874	4304683	3938165	366518	0	0.914856	2.057904	1.176395	886817	115549	0	0.869704	771268	0.944362	1.038441	2484	1894	100903	94122	0.530033	3775191
kfdrc-harmonization/sd-46sk55a3	alignment-BS_HMR1YV8Q	BS_HMR1YV8Q	1.695094	0.000647	2867	80131731	3561736	3388147	173589	0	0.951263	2.06043	1.231278	779669	78747	0	0.898999	700922	0.9525	1.099024	1404	1242	80077	75307	0.520632	2786965
kfdrc-harmonization/sd-46sk55a3	alignment-BS_V3C6VD5Y	BS_V3C6VD5Y	1.723011	0.000612	2692	86042785	3533425	3359806	173619	0	0.950864	2.059334	1.239841	773074	77711	0	0.899478	695363	0.95465	1.095766	1363	1205	80112	75399	0.520569	2781699
kfdrc-harmonization/sd-46sk55a3	alignment-BS_3N2GF9S8	BS_3N2GF9S8	1.760266	0.000609	2918	94051516	3857939	3657256	200683	0	0.947982	2.050657	1.28259	837000	88456	0	0.894318	748544	0.951402	1.087359	1613	1462	88024	82627	0.520777	3056928
kfdrc-harmonization/sd-46sk55a3	alignment-BS_4Q4H1YMS	BS_4Q4H1YMS	1.887316	0.000601	2923	102647173	3912706	3711309	201397	0	0.948527	2.051386	1.260932	847750	91552	0	0.892006	756198	0.952194	1.089084	1621	1475	92015	86345	0.520697	3179167
kfdrc-harmonization/sd-46sk55a3	alignment-BS_47NN3QDD	BS_47NN3QDD	1.783976	0.000637	3183	104670969	4040262	3692930	347332	0	0.914032	2.043429	1.151195	851766	100760	0	0.881705	751006	0.953928	1.040461	1886	1368	89469	83390	0.53564	3199626
kfdrc-harmonization/sd-46sk55a3	alignment-BS_63MQAV37	BS_63MQAV37	1.751478	0.000628	2721	89935610	3509756	3204992	304764	0	0.913167	2.046634	1.113261	739556	82785	0	0.888061	656771	0.956452	1.04817	1757	1226	74230	69674	0.536762	2758216
kfdrc-harmonization/sd-46sk55a3	alignment-BS_836V33QZ	BS_836V33QZ	1.721507	0.00059	2362	83894432	3243632	2963624	280008	0	0.913675	2.033662	1.093596	678370	75341	0	0.888938	603029	0.953409	1.040987	1754	1200	70344	66040	0.530802	2531130
kfdrc-harmonization/sd-46sk55a3	alignment-BS_GT78PV0J	BS_GT78PV0J	1.721247	0.000599	2778	90341406	3721445	3573068	148377	0	0.960129	2.053625	1.273002	817979	80278	0	0.901858	737701	0.955299	1.111023	1313	1250	85689	80777	0.517039	2931810
kfdrc-harmonization/sd-46sk55a3	alignment-BS_FSJXGA0A	BS_FSJXGA0A	1.767118	0.000741	3563	90407351	3876030	3640889	235141	0	0.939335	2.051675	1.352633	837516	88362	0	0.894495	749154	0.952244	1.082781	1598	1420	86542	81345	0.521498	3072239
kfdrc-harmonization/sd-46sk55a3	alignment-BS_HYPK2FKM	BS_HYPK2FKM	1.768097	0.000826	3973	90006653	3880076	3644668	235408	0	0.939329	2.053284	1.328214	835598	87415	0	0.895386	748183	0.952787	1.087473	1629	1411	86109	80968	0.521512	3073963
kfdrc-harmonization/sd-46sk55a3	alignment-BS_2ZKRA9YR	BS_2ZKRA9YR	1.781222	0.000816	3619	87676305	3590296	3294884	295412	0	0.917719	2.049401	1.091501	756490	83213	0	0.890001	673277	0.957252	1.055149	1885	1354	75719	71109	0.532125	2838938
kfdrc-harmonization/sd-46sk55a3	alignment-BS_S2PY8MYP	BS_S2PY8MYP	1.689343	0.000834	3613	83301253	3483573	3313995	169578	0	0.951321	2.059525	1.182864	758585	74559	0	0.901713	684026	0.957184	1.106305	1413	1261	77802	73303	0.519931	2719681
kfdrc-harmonization/sd-46sk55a3	alignment-BS_14EHPB3P	BS_14EHPB3P	1.789194	0.000812	3400	86940878	3397752	3075317	322435	0	0.905103	2.036346	1.074965	710250	83201	0	0.882857	627049	0.959424	1.017532	1684	1226	70530	65791	0.539086	2686666
kfdrc-harmonization/sd-46sk55a3	alignment-BS_PKSYA4N8	BS_PKSYA4N8	1.72806	0.00076	3545	89426538	3756317	3569114	187203	0	0.950163	2.052205	1.191072	814983	80733	0	0.900939	734250	0.95704	1.103408	1451	1280	83571	78620	0.520416	2955164
kfdrc-harmonization/sd-46sk55a3	alignment-BS_N5H68MVA	BS_N5H68MVA	1.690917	0.000748	3302	84703087	3547087	3368686	178401	0	0.949705	2.056776	1.162253	775196	78842	0	0.898294	696354	0.956661	1.108526	1481	1342	79377	74635	0.520616	2772247
kfdrc-harmonization/sd-46sk55a3	alignment-BS_B5MPGJ62	BS_B5MPGJ62	1.806453	0.000718	3476	92340259	3899013	3699113	199900	0	0.948731	2.048675	1.219607	842560	87753	0	0.89585	754807	0.952065	1.106611	1541	1371	89956	84357	0.520429	3117140
kfdrc-harmonization/sd-46sk55a3	alignment-BS_KRGDVWZB	BS_KRGDVWZB	1.474071	0.000998	4680	82048080	3781323	3567038	214285	0	0.943331	2.044244	1.112952	815001	82146	0	0.899207	732855	0.953603	1.104096	1490	1312	80861	75833	0.524253	2793193
kfdrc-harmonization/sd-46sk55a3	alignment-BS_8D0HMA4S	BS_8D0HMA4S	1.552134	0.001039	4622	84251856	3610060	3276046	334014	0	0.907477	2.04158	1.048738	753337	84142	0	0.888308	669195	0.954019	1.038126	1895	1390	74566	69691	0.540058	2705622
kfdrc-harmonization/sd-46sk55a3	alignment-BS_0E9SWVTM	BS_0E9SWVTM	1.473619	0.001055	5017	81400732	3849810	3589094	260716	0	0.932278	2.041716	1.116218	816643	83256	0	0.898051	733387	0.953667	1.096442	1860	1366	79323	74582	0.525883	2833582
kfdrc-harmonization/sd-46sk55a3	alignment-BS_A2HXP7AD	BS_A2HXP7AD	1.534497	0.001048	4775	86717934	3695611	3363431	332180	0	0.910115	2.042447	1.059776	773810	86080	0	0.888758	687730	0.950139	1.053533	1790	1299	76097	71213	0.538452	2758563
kfdrc-harmonization/sd-46sk55a3	alignment-BS_MR3EC6VM	BS_MR3EC6VM	1.528375	0.001001	4892	90437213	3960277	3631890	328387	0	0.91708	2.042801	1.09173	832546	90941	0	0.890768	741605	0.951993	1.077417	1752	1305	80803	75539	0.53652	2952772
kfdrc-harmonization/sd-46sk55a3	alignment-BS_S4YP7KR2	BS_S4YP7KR2	1.512226	0.000875	4253	88860326	3951153	3625218	325935	0	0.917509	2.042087	1.127013	825138	87356	0	0.894132	737782	0.950844	1.086711	1768	1282	76583	71920	0.53677	2927161
kfdrc-harmonization/sd-46sk55a3	alignment-BS_21ET9V73	BS_21ET9V73	1.751294	0.000833	3939	89162315	3818016	3617406	200610	0	0.947457	2.053826	1.251364	821405	82358	0	0.899735	739047	0.957015	1.101666	1466	1309	80420	75725	0.519406	3010644
kfdrc-harmonization/sd-46sk55a3	alignment-BS_72MPJFVP	BS_72MPJFVP	1.814511	0.000713	3495	106319061	3963938	3626937	337001	0	0.914983	2.043848	1.089488	838383	96173	0	0.885288	742210	0.955103	1.022821	1961	1367	87224	81459	0.536688	3159717
kfdrc-harmonization/sd-46sk55a3	alignment-BS_NWEQNAMF	BS_NWEQNAMF	1.783223	0.000862	4166	102822113	3907229	3593972	313257	0	0.919826	2.046304	1.107176	828482	91063	0	0.890085	737419	0.956325	1.046912	1779	1258	87882	82265	0.531012	3097856
kfdrc-harmonization/sd-46sk55a3	alignment-BS_ZF9FF1KF	BS_ZF9FF1KF	1.785073	0.000721	3562	105905146	3998772	3639927	358845	0	0.910261	2.047532	1.126917	844361	99779	0	0.881829	744582	0.955752	1.025723	2005	1501	87065	81167	0.538	3167776
kfdrc-harmonization/sd-46sk55a3	alignment-BS_RWFCPQAX	BS_RWFCPQAX	1.730842	0.00076	3600	94502285	3809728	3603814	205914	0	0.94595	2.05298	1.262369	828373	87467	0	0.894411	740906	0.955945	1.072236	1539	1374	87395	81999	0.521682	3002023
kfdrc-harmonization/sd-46sk55a3	alignment-BS_34B33H48	BS_34B33H48	1.788093	0.000779	3589	97680664	3729821	3386079	343742	0	0.90784	2.04782	1.121851	784207	91747	0	0.883007	692460	0.95513	1.028051	1872	1377	81300	75916	0.538367	2954226
kfdrc-harmonization/sd-46sk55a3	alignment-BS_0QGV1YNN	BS_0QGV1YNN	1.822484	0.000787	3413	85218683	3495646	3284492	211154	0	0.939595	2.054103	1.120808	750166	79232	0	0.894381	670934	0.954213	1.074625	1749	1373	78011	73417	0.52052	2798523
kfdrc-harmonization/sd-46sk55a3	alignment-BS_AY5GB023	BS_AY5GB023	1.805596	0.000733	3578	103279195	3953838	3625156	328682	0	0.91687	2.04712	1.106963	835082	93451	0	0.888094	741631	0.952776	1.023055	1790	1292	84418	78903	0.53643	3143462
kfdrc-harmonization/sd-46sk55a3	alignment-BS_EDX8N4GY	BS_EDX8N4GY	1.740187	0.000671	3138	83455034	3783287	3457617	325670	0	0.913919	2.049742	1.088873	799529	92530	0	0.884269	706999	0.953581	1.01753	1882	1391	82614	77341	0.537246	2969582
kfdrc-harmonization/sd-46sk55a3	alignment-BS_8FV6F6QJ	BS_8FV6F6QJ	1.679526	0.000737	3523	86983747	3849142	3641614	207528	0	0.946085	2.048667	1.175528	832695	87437	0	0.894995	745258	0.955837	1.088896	1630	1447	88147	82698	0.522001	2996871
kfdrc-harmonization/sd-46sk55a3	alignment-BS_6EJMW5GH	BS_6EJMW5GH	1.834883	0.000709	3483	84479802	3972304	3635795	336509	0	0.915286	2.047903	1.086606	839301	97002	0	0.884425	742299	0.954607	1.008947	1888	1420	87158	81380	0.537976	3178124
kfdrc-harmonization/sd-46sk55a3	alignment-BS_PY132YHF	BS_PY132YHF	1.814193	0.000675	3315	101349505	3973646	3634282	339364	0	0.914596	2.048155	1.092644	839890	96974	0	0.88454	742916	0.956638	1.036798	1959	1467	88955	83009	0.53514	3168115
kfdrc-harmonization/sd-46sk55a3	alignment-BS_SQAC33PE	BS_SQAC33PE	1.813595	0.000555	2722	99209481	3973155	3643679	329476	0	0.917074	2.046032	1.124541	837524	94607	0	0.88704	742917	0.95871	1.038812	1976	1511	85337	79749	0.536348	3162815
kfdrc-harmonization/sd-46sk55a3	alignment-BS_HSXFEG1P	BS_HSXFEG1P	1.728423	0.000526	2462	86714490	3769471	3589480	179991	0	0.95225	2.052323	1.260625	817910	80932	0	0.90105	736978	0.956977	1.092997	1374	1220	82629	77754	0.520193	2964309
kfdrc-harmonization/sd-46sk55a3	alignment-BS_KRQDBNB1	BS_KRQDBNB1	1.78792	0.000511	2313	91004020	3669956	3351511	318445	0	0.913229	2.051847	1.146507	772639	87297	0	0.887015	685342	0.952953	1.032432	1680	1244	74038	69366	0.536493	2902541
kfdrc-harmonization/sd-46sk55a3	alignment-BS_VGMA7ZXM	BS_VGMA7ZXM	1.760283	0.000699	3326	94070382	3832299	3629311	202988	0	0.947032	2.050167	1.326617	830727	85604	0	0.896953	745123	0.95596	1.082063	1442	1283	84995	79867	0.520828	3034312
kfdrc-harmonization/sd-46sk55a3	alignment-BS_AJ2MGMF4	BS_AJ2MGMF4	1.824668	0.000763	3768	102177921	4003641	3655460	348181	0	0.913034	2.046151	1.163677	841401	96600	0	0.885192	744801	0.953935	1.043493	1830	1381	83735	78500	0.536137	3190850
kfdrc-harmonization/sd-46sk55a3	alignment-BS_1111QA2C	BS_1111QA2C	1.755773	0.000724	3283	87045360	3652156	3460645	191511	0	0.947562	2.055655	1.269088	792833	82200	0	0.896321	710633	0.954334	1.077279	1491	1339	80621	75848	0.519975	2889693
kfdrc-harmonization/sd-46sk55a3	alignment-BS_TX2JPG3D	BS_TX2JPG3D	1.743321	0.000722	3168	75873824	3532046	3359762	172284	0	0.951223	2.059369	1.282089	768081	76928	0	0.899844	691153	0.955658	1.088335	1306	1158	76830	72374	0.519486	2787138
kfdrc-harmonization/sd-46sk55a3	alignment-BS_180MJZ83	BS_180MJZ83	1.798977	0.000737	3410	91496417	3748277	3420265	328012	0	0.91249	2.053116	1.14565	790619	90579	0	0.885433	700040	0.955698	1.0296	1807	1286	78652	73652	0.535209	2974450
kfdrc-harmonization/sd-46sk55a3	alignment-BS_E4YV1NCB	BS_E4YV1NCB	1.825871	0.000769	3586	96716333	3771502	3446914	324588	0	0.913937	2.053444	1.12385	797679	91766	0	0.884959	705913	0.956852	1.05523	1986	1434	80556	75458	0.535232	3011341
kfdrc-harmonization/sd-46sk55a3	alignment-BS_3HED9256	BS_3HED9256	2.226503	0.000458	2522	118533315	4474960	4086155	388805	0	0.913115	2.061059	1.22314	915397	131709	0	0.856118	783688	0.935787	1.005069	2616	2049	107854	100144	0.529203	3803172
kfdrc-harmonization/sd-46sk55a3	alignment-BS_H0YR8SRY	BS_H0YR8SRY	1.746486	0.000757	3688	100766422	3946228	3614769	331459	0	0.916006	2.04643	1.08872	829099	91467	0	0.889679	737632	0.954116	1.040126	1974	1474	82322	77000	0.538216	3096006
kfdrc-harmonization/sd-46sk55a3	alignment-BS_82S62ACQ	BS_82S62ACQ	1.743567	0.000815	3889	74042509	3876145	3560940	315205	0	0.918681	2.04904	1.139333	811332	87702	0	0.891904	723630	0.949545	1.023674	1811	1365	74675	70212	0.53645	3032415
kfdrc-harmonization/sd-46sk55a3	alignment-BS_KDJZ8FHJ	BS_KDJZ8FHJ	1.761141	0.000692	3351	96928144	3933874	3618238	315636	0	0.919765	2.047253	1.11913	824686	87485	0	0.893917	737201	0.951677	1.032077	1955	1435	77485	72918	0.536481	3090864
kfdrc-harmonization/sd-46sk55a3	alignment-BS_Y71313TG	BS_Y71313TG	1.803788	0.000752	3731	82486654	4025458	3655284	370174	0	0.908042	2.043435	1.180521	841824	96368	0	0.885525	745456	0.953394	1.027349	2089	1582	81614	76676	0.537056	3190732
kfdrc-harmonization/sd-46sk55a3	alignment-BS_XG9GMN3G	BS_XG9GMN3G	1.83645	0.000762	3797	81615516	4048520	3683174	365346	0	0.909758	2.043289	1.196619	842462	95677	0	0.886432	746785	0.95034	1.020932	2022	1537	80330	75465	0.537244	3225389
kfdrc-harmonization/sd-46sk55a3	alignment-BS_XP6MCWDQ	BS_XP6MCWDQ	1.718149	0.000712	3113	82587044	3536785	3272297	264488	0	0.925218	2.052274	1.187949	751150	79048	0	0.894764	672102	0.95557	1.064348	1865	1388	75698	71400	0.523334	2764436
kfdrc-harmonization/sd-46sk55a3	alignment-BS_STJHA1TP	BS_STJHA1TP	1.770427	0.000727	3415	99163199	3800044	3471731	328313	0	0.913603	2.04817	1.096279	802700	91100	0	0.886508	711600	0.956111	1.04572	1845	1345	82422	76985	0.537043	3000861
kfdrc-harmonization/sd-46sk55a3	alignment-BS_SDQSAA5Y	BS_SDQSAA5Y	1.782927	0.000778	3795	106242426	3947673	3604452	343221	0	0.913057	2.042574	1.068145	834084	95882	0	0.885045	738202	0.955072	1.043303	1897	1419	85598	79909	0.536999	3125926
kfdrc-harmonization/sd-46sk55a3	alignment-BS_Q1NWJJ7R	BS_Q1NWJJ7R	1.819477	0.000796	3909	103571357	3974058	3642914	331144	0	0.916674	2.04409	1.115531	838031	94144	0	0.887661	743887	0.956202	1.050264	1991	1485	84796	79277	0.536276	3167469
kfdrc-harmonization/sd-46sk55a3	alignment-BS_D415MRSW	BS_D415MRSW	1.727268	0.000818	3843	93330294	3785994	3597079	188915	0	0.950102	2.048333	1.205972	818586	81454	0	0.900494	737132	0.954459	1.124573	1511	1350	84265	79144	0.520925	2976240
kfdrc-harmonization/sd-46sk55a3	alignment-BS_FC5PPAKY	BS_FC5PPAKY	1.712667	0.000816	3848	93630856	3798330	3608201	190129	0	0.949944	2.050355	1.226596	822130	81898	0	0.900383	740232	0.957421	1.116884	1486	1295	83805	78641	0.5213	2976747
